block_number 0.1_avg 0.1_stddev 0.33_avg 0.33_stddev 0.49_avg 0.49_stddev
129 3.31023999994e+21 2.51173911408e+20 4.25572548273e+21 4.17206373295e+20 5.4930110032e+21 5.84875781687e+20 
130 3.31520637285e+21 2.46360150076e+20 4.27123379249e+21 4.15145268921e+20 5.52212337947e+21 5.83581477481e+20 
131 3.31587852154e+21 2.46836106341e+20 4.28839014665e+21 4.13958190116e+20 5.54092416964e+21 5.78823370626e+20 
132 3.32223094536e+21 2.44032561698e+20 4.29652782093e+21 4.09508433611e+20 5.57101007284e+21 5.73771894038e+20 
133 3.32039588684e+21 2.41814562062e+20 4.3074013929e+21 4.03651074499e+20 5.6062300839e+21 5.65849401747e+20 
134 3.31220229951e+21 2.35436433381e+20 4.32404307132e+21 4.02408235499e+20 5.63137100082e+21 5.59883705864e+20 
135 3.3164796309e+21 2.389038011e+20 4.34289727692e+21 4.12165656599e+20 5.65691232836e+21 5.51500486654e+20 
136 3.31324795044e+21 2.36292685189e+20 4.35388121519e+21 4.12677584655e+20 5.68841295373e+21 5.50832601461e+20 
137 3.31434631244e+21 2.41078345667e+20 4.36501147948e+21 4.13428130002e+20 5.70611909094e+21 5.49221326279e+20 
138 3.31243755211e+21 2.38640971758e+20 4.3695250171e+21 4.15497519255e+20 5.73880594412e+21 5.42855747819e+20 
139 3.31815856482e+21 2.39501213379e+20 4.37158922291e+21 4.12517034909e+20 5.75742723017e+21 5.4104964471e+20 
140 3.31630880176e+21 2.37923064409e+20 4.38614211434e+21 4.11388773873e+20 5.80477539368e+21 5.47038598677e+20 
141 3.31812202844e+21 2.4177448164e+20 4.39565742593e+21 4.17736881057e+20 5.82584636776e+21 5.34299574694e+20 
142 3.31684510691e+21 2.45990397383e+20 4.40370232875e+21 4.13109997965e+20 5.84803220476e+21 5.35378892823e+20 
143 3.31595541085e+21 2.52799166606e+20 4.41351363877e+21 4.17309515933e+20 5.86443811919e+21 5.47953181592e+20 
144 3.31253051406e+21 2.52897093177e+20 4.41786973648e+21 4.07728179772e+20 5.90729360413e+21 5.54120357283e+20 
145 3.31440126893e+21 2.52346381007e+20 4.43287537773e+21 4.0667170599e+20 5.92778789729e+21 5.53731615934e+20 
146 3.31832577014e+21 2.5406860391e+20 4.43243296395e+21 4.10648918333e+20 5.93809914361e+21 5.57177662759e+20 
147 3.32384902713e+21 2.56886318415e+20 4.43316865486e+21 4.18066125577e+20 5.9367109227e+21 5.4204963665e+20 
